session_id,user_id,use_case,channel,country_code,region,account_tier,segment,total_requests,failed_requests,failure_rate,avg_latency_ms,median_latency_ms,avg_response_quality_score,avg_tokens_per_request,requests_with_tools,share_requests_with_tools,n_retry_requests,escalations_to_human,csat_mean,csat_response_rate,risk_session_flag,total_cost_usd,total_tokens,avg_cost_per_request,cost_per_1k_tokens,avg_tokens_per_second,start_timestamp_utc,end_timestamp_utc,session_duration_seconds,session_duration_minutes,requests_per_minute,total_latency_ms,zero_duration_session_flag,total_latency_seconds,effective_session_duration_seconds,requests_per_minute_effective
S00029,U00342,data_analysis,internal_tool,DE,EMEA,free,enterprise_team,5,1,0.2,1441.8,1377.0,0.742,1152.2,1,0.2,1,2,2.0,0.2,False,0.7452799999999999,5761,0.149056,0.129366429439332,891.2901928991366,2025-04-19T09:52:21Z,2025-04-19T10:10:10Z,1069.0,17.816666666666666,0.2806361085126286,7209,False,7.209,1069.0,0.2806361085126286
S00030,U00148,data_analysis,web_app,AU,APAC,pro,enterprise_team,4,1,0.25,1115.5,1143.0,0.708,1205.0,1,0.25,0,1,1.5,0.5,False,1.07532,4820,0.26883,0.223095435684644,1245.3386484639527,2025-02-18T00:54:25Z,2025-02-18T01:00:00Z,335.0,5.583333333333333,0.7164179104477613,4462,False,4.462,335.0,0.7164179104477613
S00031,U00069,customer_support,web_app,IN,APAC,free,individual,11,0,0.0,1382.55,1308.0,0.768,910.5,6,0.5454545454545454,1,0,1.6666666666666667,0.5454545454545454,False,1.4972,10015,0.136109090909088,0.1494957563654479,978.4853768234444,2025-03-11T01:03:53Z,2025-03-11T01:40:44Z,2211.0,36.85,0.2985074626865671,15208,False,15.208,2211.0,0.2985074626865671
S00032,U00370,data_analysis,api,AU,APAC,pro,individual,6,1,0.1667,1617.0,1460.0,0.777,1589.7,3,0.5,1,1,0.8,0.8333333333333334,False,1.36512,9538,0.227519999999996,0.143124344726356,1042.7499965620475,2025-04-10T06:40:29Z,2025-04-10T09:13:56Z,9207.0,153.45,0.0391006842619745,9702,False,9.702,9207.0,0.0391006842619745
S00033,U00113,coding_assistant,web_app,GB,EMEA,pro,individual,7,6,0.8571,957.0,1123.0,0.57,1267.9,4,0.5714285714285714,4,2,-1.75,0.5714285714285714,True,1.25992,8875,0.179988571428568,0.141962816901408,1438.9803116262306,2025-02-18T22:03:48Z,2025-02-19T00:05:29Z,7301.0,121.68333333333334,0.0575263662511984,6699,False,6.699,7301.0,0.0575263662511984
S00034,U00261,customer_support,slack,BR,AMER,free,team,2,0,0.0,1762.0,1762.0,0.938,609.0,1,0.5,0,0,0.5,1.0,False,0.27912,1218,0.13956,0.229162561576352,383.0774906565292,2025-04-30T19:49:34Z,2025-04-30T19:58:46Z,552.0,9.2,0.2173913043478261,3524,False,3.524,552.0,0.2173913043478261
S00035,U00273,customer_support,internal_tool,AE,EMEA,free,team,8,3,0.375,1369.62,1318.0,0.645,1087.0,2,0.25,3,0,0.0,0.5,False,1.82468,8696,0.2280849999999999,0.2098298068077239,820.5204050433236,2025-02-10T06:28:00Z,2025-02-10T08:38:48Z,7848.0,130.8,0.0611620795107033,10957,False,10.957,7848.0,0.0611620795107033
S00036,U00306,data_analysis,api,DE,EMEA,pro,team,9,3,0.3333,1588.11,1087.0,0.736,1338.7,3,0.3333333333333333,0,4,1.75,0.4444444444444444,False,1.19404,12048,0.132671111111108,0.099106905710488,1457.3766569273096,2025-04-24T09:56:01Z,2025-04-24T11:41:51Z,6350.0,105.83333333333331,0.0850393700787401,14293,False,14.293,6350.0,0.0850393700787401
S00037,U00430,data_analysis,internal_tool,BR,AMER,free,team,11,5,0.4545,1300.09,1240.0,0.602,1010.7,6,0.5454545454545454,4,4,0.0,0.4545454545454545,True,2.44972,11118,0.222701818181816,0.220338190322,1019.2624986878984,2025-03-18T14:59:20Z,2025-03-18T17:45:24Z,9964.0,166.06666666666666,0.0662384584504215,14301,False,14.301,9964.0,0.0662384584504215
S00038,U00271,coding_assistant,web_app,FR,EMEA,free,individual,6,4,0.6667,815.17,810.0,0.574,1209.2,1,0.1666666666666666,4,2,0.0,0.6666666666666666,True,1.07776,7255,0.179626666666664,0.14855410062026,1624.8147255246963,2025-02-25T13:32:05Z,2025-02-25T15:08:03Z,5758.0,95.96666666666668,0.0625217089267106,4891,False,4.891,5758.0,0.0625217089267106
S00040,U00168,customer_support,web_app,US,AMER,free,team,2,0,0.0,961.0,961.0,0.891,1244.0,1,0.5,0,0,1.0,0.5,False,0.568759999999996,2488,0.2843799999999959,0.2286012861736319,1483.6807400608664,2025-04-14T14:04:13Z,2025-04-14T14:04:41Z,28.0,0.4666666666666667,4.285714285714286,1922,False,1.922,28.0,4.285714285714286
S00041,U00286,coding_assistant,mobile_app,AU,APAC,pro,individual,3,1,0.3333,930.33,547.0,0.731,1015.7,1,0.3333333333333333,0,1,1.0,0.3333333333333333,False,0.47076,3047,0.15692,0.154499507712504,1544.6739591614585,2025-03-12T03:11:18Z,2025-03-12T03:23:28Z,730.0,12.166666666666666,0.2465753424657534,2791,False,2.791,730.0,0.2465753424657534
S00042,U00273,data_analysis,slack,AE,EMEA,free,team,6,4,0.6667,1140.83,1237.5,0.593,1085.8,2,0.3333333333333333,3,3,-1.3333333333333333,0.5,True,0.534599999999996,6515,0.0891,0.082056792018416,976.5416148728611,2025-02-25T09:29:02Z,2025-02-25T11:42:44Z,8022.0,133.7,0.0448765893792071,6845,False,6.845,8022.0,0.0448765893792071
S00043,U00113,content_writing,mobile_app,GB,EMEA,pro,individual,6,3,0.5,1285.17,1375.5,0.684,1256.7,0,0.0,0,2,0.3333333333333333,0.5,True,0.96596,7540,0.160993333333332,0.12811140583554,1129.5809138660088,2025-02-13T16:23:16Z,2025-02-13T19:10:00Z,10004.0,166.73333333333332,0.0359856057576969,7711,False,7.711,10004.0,0.0359856057576969
S00044,U00312,customer_support,web_app,US,AMER,free,enterprise_team,3,1,0.3333,1269.67,1573.0,0.596,681.7,1,0.3333333333333333,0,1,-0.5,0.6666666666666666,False,0.13168,2045,0.043893333333332,0.064391198044008,1471.9158927402132,2025-04-01T14:57:04Z,2025-04-01T15:05:15Z,491.0,8.183333333333334,0.3665987780040733,3809,False,3.809,491.0,0.3665987780040733
S00045,U00016,brainstorming,api,GB,EMEA,free,individual,6,1,0.1667,1295.83,1157.5,0.678,1154.5,0,0.0,0,1,0.3333333333333333,0.5,False,0.98212,6927,0.1636866666666639,0.141781434964628,979.1304681757856,2025-02-11T09:01:06Z,2025-02-11T10:45:43Z,6277.0,104.61666666666666,0.0573522383304126,7775,False,7.775,6277.0,0.0573522383304126
S00046,U00438,content_writing,web_app,GB,EMEA,enterprise,individual,10,1,0.1,1021.7,988.5,0.797,1278.9,1,0.1,0,1,1.5,0.2,False,1.874839999999996,12789,0.1874839999999999,0.146597857533816,1517.750721705433,2025-02-08T09:51:38Z,2025-02-08T13:07:07Z,11729.0,195.4833333333333,0.0511552562025748,10217,False,10.217,11729.0,0.0511552562025748
S00047,U00027,content_writing,api,GB,EMEA,free,team,7,1,0.1429,1458.14,1465.0,0.758,989.1,0,0.0,2,1,0.25,0.5714285714285714,False,1.10928,6924,0.158468571428568,0.16020797227036,787.4771567436289,2025-02-20T16:55:15Z,2025-02-20T18:33:51Z,5916.0,98.6,0.0709939148073022,10207,False,10.207,5916.0,0.0709939148073022
S00048,U00049,brainstorming,api,FR,EMEA,free,team,9,3,0.3333,1473.33,1467.0,0.631,1067.9,1,0.1111111111111111,2,0,1.0,0.4444444444444444,False,1.755,9611,0.195,0.182603267089792,778.7856603652579,2025-04-06T11:02:00Z,2025-04-06T12:51:41Z,6581.0,109.68333333333334,0.0820543990275034,13260,False,13.26,6581.0,0.0820543990275034
S00049,U00056,content_writing,web_app,US,AMER,free,team,7,1,0.1429,815.71,771.0,0.718,1138.3,1,0.1428571428571428,1,3,0.3333333333333333,0.8571428571428571,False,1.65944,7968,0.237062857142856,0.208263052208832,1478.7994985911316,2025-04-22T15:04:30Z,2025-04-22T15:53:38Z,2948.0,49.13333333333333,0.1424694708276797,5710,False,5.71,2948.0,0.1424694708276797
S00050,U00387,customer_support,api,AE,EMEA,free,individual,6,3,0.5,1122.0,1124.5,0.7,693.7,3,0.5,3,1,0.25,0.6666666666666666,True,1.00392,4162,0.16732,0.24121095627102,591.2931238304609,2025-02-10T07:54:33Z,2025-02-10T08:44:59Z,3026.0,50.43333333333333,0.1189689358889623,6732,False,6.732,3026.0,0.1189689358889623
S00051,U00163,customer_support,web_app,FR,EMEA,pro,team,8,2,0.25,1056.5,991.0,0.724,1217.5,3,0.375,2,0,0.5,0.5,False,1.7769199999999998,9740,0.2221149999999999,0.182435318275152,1370.3711208934928,2025-02-25T06:12:51Z,2025-02-25T07:27:18Z,4467.0,74.45,0.1074546675621222,8452,False,8.452,4467.0,0.1074546675621222
S00052,U00216,internal_qa,web_app,IN,APAC,enterprise,team,4,1,0.25,976.0,844.5,0.785,1429.0,0,0.0,1,0,-1.0,0.25,False,0.93724,5716,0.23431,0.1639678096571,1692.276876874149,2025-02-18T09:27:46Z,2025-02-18T09:50:03Z,1337.0,22.28333333333333,0.1795063575168287,3904,False,3.904,1337.0,0.1795063575168287
S00053,U00375,internal_qa,api,BR,AMER,pro,team,1,0,0.0,975.0,975.0,0.827,1754.0,0,0.0,0,0,2.0,1.0,False,0.7016,1754,0.7016,0.4,1798.9743589743591,2025-04-08T19:56:43Z,2025-04-08T19:56:43Z,0.0,0.0,,975,True,0.975,0.975,61.53846153846153
S00054,U00230,customer_support,api,GB,EMEA,free,team,3,1,0.3333,517.0,561.0,0.722,864.3,0,0.0,1,0,,0.0,False,0.0339999999999999,2593,0.011333333333332,0.013112225221748,1710.4855780282353,2025-02-27T07:22:02Z,2025-02-27T07:27:25Z,323.0,5.383333333333334,0.5572755417956656,1551,False,1.551,323.0,0.5572755417956656
S00055,U00028,customer_support,mobile_app,GB,EMEA,pro,enterprise_team,3,2,0.6667,1103.33,657.0,0.658,1650.3,0,0.0,2,1,-2.0,0.3333333333333333,True,0.49152,4951,0.1638399999999999,0.099276913754796,2284.591040729307,2025-02-10T11:11:59Z,2025-02-10T11:38:45Z,1606.0,26.766666666666666,0.112079701120797,3310,False,3.31,1606.0,0.112079701120797
S00056,U00002,content_writing,web_app,GB,EMEA,pro,team,5,2,0.4,1108.4,846.0,0.656,1757.6,0,0.0,1,0,0.6666666666666666,0.6,False,0.7664799999999999,8788,0.153295999999996,0.08721893491124,2391.4425598666103,2025-04-29T14:36:14Z,2025-04-29T14:55:28Z,1154.0,19.23333333333333,0.2599653379549393,5542,False,5.542,1154.0,0.2599653379549393
S00057,U00335,coding_assistant,mobile_app,IN,APAC,enterprise,individual,6,2,0.3333,1411.0,1426.5,0.822,1361.0,4,0.6666666666666666,2,1,0.4,0.8333333333333334,True,0.959,8166,0.159833333333332,0.117438158216996,1245.697538206835,2025-02-27T02:12:28Z,2025-02-27T03:39:32Z,5224.0,87.06666666666666,0.0689127105666156,8466,False,8.466,5224.0,0.0689127105666156
S00058,U00014,coding_assistant,web_app,IN,APAC,pro,individual,10,3,0.3,1102.2,1019.0,0.784,1214.1,4,0.4,3,3,0.0,0.6,False,0.71736,12141,0.071736,0.059085742525324,1556.9988609176116,2025-03-29T01:57:18Z,2025-03-29T03:31:44Z,5666.0,94.43333333333334,0.1058948111542534,11022,False,11.022,5666.0,0.1058948111542534
S00059,U00286,content_writing,mobile_app,AU,APAC,pro,individual,3,0,0.0,812.0,809.0,0.877,1120.0,0,0.0,0,0,0.0,0.6666666666666666,False,0.5471199999999999,3360,0.182373333333332,0.162833333333332,1399.109777617639,2025-02-11T09:53:47Z,2025-02-11T10:13:41Z,1194.0,19.9,0.1507537688442211,2436,False,2.436,1194.0,0.1507537688442211
S00060,U00284,coding_assistant,mobile_app,AE,EMEA,enterprise,individual,6,3,0.5,1159.5,1140.0,0.698,1344.0,5,0.8333333333333334,1,2,-0.3333333333333333,0.5,True,0.926039999999996,8064,0.154339999999996,0.114836309523808,1161.1180487296645,2025-04-13T02:08:26Z,2025-04-13T02:46:17Z,2271.0,37.85,0.1585204755614266,6957,False,6.957,2271.0,0.1585204755614266
S00061,U00054,coding_assistant,internal_tool,GB,EMEA,free,team,4,3,0.75,1146.0,1097.5,0.585,1026.0,0,0.0,1,2,,0.0,False,0.60764,4104,0.15191,0.1480604288499,1115.6917818111262,2025-03-20T08:44:21Z,2025-03-20T08:46:19Z,118.0,1.9666666666666663,2.0338983050847457,4584,False,4.584,118.0,2.0338983050847457
S00062,U00238,internal_qa,api,EG,EMEA,enterprise,team,3,1,0.3333,1021.67,1143.0,0.692,1624.7,0,0.0,1,0,2.0,0.3333333333333333,False,1.334199999999996,4874,0.444733333333332,0.273738202708244,1742.1575301148184,2025-02-18T16:32:56Z,2025-02-18T16:36:19Z,203.0,3.3833333333333333,0.8866995073891626,3065,False,3.065,203.0,0.8866995073891626
S00063,U00090,brainstorming,api,AU,APAC,pro,individual,8,2,0.25,1357.62,1108.5,0.662,1352.9,0,0.0,0,0,0.3333333333333333,0.375,False,2.42876,10823,0.303595,0.224407280790908,1638.1680058302527,2025-03-29T08:41:41Z,2025-03-29T09:42:32Z,3651.0,60.85,0.1314708299096138,10861,False,10.861,3651.0,0.1314708299096138
S00064,U00399,customer_support,slack,DE,EMEA,pro,team,5,0,0.0,1345.0,1301.0,0.706,1360.4,1,0.2,0,1,1.5,0.4,False,1.083959999999996,6802,0.2167919999999999,0.159359012055276,1390.84248753895,2025-02-22T15:23:03Z,2025-02-22T15:26:08Z,185.0,3.083333333333333,1.6216216216216215,6725,False,6.725,185.0,1.6216216216216215
S00065,U00092,brainstorming,api,CA,AMER,free,individual,5,1,0.2,978.0,845.0,0.653,649.2,0,0.0,0,0,0.75,0.8,False,0.77684,3246,0.155368,0.23932224276032,675.5137236814878,2025-04-03T20:19:18Z,2025-04-03T20:43:36Z,1458.0,24.3,0.205761316872428,4890,False,4.89,1458.0,0.205761316872428
S00066,U00276,coding_assistant,api,IN,APAC,free,team,10,5,0.5,1074.5,990.5,0.723,1256.7,6,0.6,2,4,-0.6,0.5,True,2.52588,12567,0.252588,0.200993077106708,1442.8719672726363,2025-03-22T00:06:25Z,2025-03-22T02:21:16Z,8091.0,134.85,0.0741564701520207,10745,False,10.745,8091.0,0.0741564701520207
S00067,U00269,content_writing,web_app,IN,APAC,free,team,6,2,0.3333,1123.5,1000.5,0.672,946.8,0,0.0,2,1,0.0,0.3333333333333333,False,0.5226,5681,0.0871,0.09199084668192,932.057230786956,2025-03-04T12:25:07Z,2025-03-04T14:18:30Z,6803.0,113.38333333333334,0.0529178303689548,6741,False,6.741,6803.0,0.0529178303689548
S00068,U00116,data_analysis,web_app,BR,AMER,enterprise,individual,4,3,0.75,1431.75,1360.5,0.65,1504.2,3,0.75,1,1,-1.0,0.75,True,1.67476,6017,0.41869,0.278338042213724,1331.0923291279537,2025-03-20T04:37:03Z,2025-03-20T04:49:47Z,764.0,12.733333333333333,0.3141361256544502,5727,False,5.727,764.0,0.3141361256544502
S00069,U00437,content_writing,api,DE,EMEA,free,individual,3,2,0.6667,746.67,759.0,0.604,824.0,0,0.0,2,1,0.3333333333333333,1.0,True,0.83856,2472,0.27952,0.339223300970872,1098.747174589058,2025-03-25T10:32:12Z,2025-03-25T10:36:19Z,247.0,4.116666666666666,0.7287449392712552,2240,False,2.24,247.0,0.7287449392712552
S00070,U00201,customer_support,web_app,US,AMER,pro,individual,4,2,0.5,1663.25,1461.0,0.684,1284.2,1,0.25,1,2,0.0,1.0,True,0.29984,5137,0.07496,0.058368697683472,922.6213133848732,2025-03-09T03:39:14Z,2025-03-09T03:56:51Z,1057.0,17.616666666666667,0.2270577105014191,6653,False,6.653,1057.0,0.2270577105014191
S00071,U00433,coding_assistant,mobile_app,CA,AMER,free,individual,4,2,0.5,913.5,1093.0,0.636,1107.0,2,0.5,1,3,2.0,0.25,True,0.57912,4428,0.14478,0.130785907859076,1470.6272443066446,2025-02-13T13:59:57Z,2025-02-13T14:10:28Z,631.0,10.516666666666667,0.3803486529318541,3654,False,3.654,631.0,0.3803486529318541
S00072,U00091,customer_support,internal_tool,BR,AMER,free,team,5,1,0.2,1697.2,1681.0,0.75,1099.6,2,0.4,0,0,1.25,0.8,False,1.31796,5498,0.263592,0.239716260458348,724.1298774420045,2025-03-18T21:33:58Z,2025-03-18T21:39:16Z,318.0,5.3,0.9433962264150944,8486,False,8.486,318.0,0.9433962264150944
S00073,U00436,internal_qa,internal_tool,IN,APAC,pro,individual,8,0,0.0,965.88,851.0,0.861,1203.5,0,0.0,1,2,1.3333333333333333,0.375,False,1.67028,9628,0.208785,0.1734815122559199,1421.7560137421483,2025-02-07T03:26:23Z,2025-02-07T06:15:04Z,10121.0,168.68333333333334,0.0474261436616935,7727,False,7.727,10121.0,0.0474261436616935
